Materials,01 EN15804+A2 (EF 3.1) Klimawandel - total [kg CO2 Äquiv.],"02 EN15804+A2 (EF 3.1) Klimawandel, fossil [kg CO2 Äquiv.]",03 EN15804+A2 (EF 3.1) Klimawandel - biogen [kg CO2 Äquiv.],"04 EN15804+A2 (EF 3.1) Klimawandel, Landnutzung und Landnutzungsänderung [kg CO2 Äquiv.]",05 EN15804+A2 (EF 3.1) Ozonabbau [kg CFC-11 Äquiv.],06 EN15804+A2 (EF 3.1) Versauerung [Mole of H+ Äquiv.],"07 EN15804+A2 (EF 3.1) Eutrophierung, Frischwasser [kg P Äquiv.]","08 EN15804+A2 (EF 3.1) Eutrophierung, marine Ökosysteme [kg N Äquiv.]","09 EN15804+A2 (EF 3.1) Eutrophierung, terrestrische Ökosysteme [Mol von N-Äquiv.]","10 EN15804+A2 (EF 3.1) Fotochemisches Ozonbildungspotenzial, menschl. Gesundheit [kg NMVOC Äquiv.]","11 EN15804+A2 (EF 3.1) Ressourcenverbrauch, Mineralien und Metalle [kg Sb Äquiv.]","12 EN15804+A2 (EF 3.1) Ressourcenverbrauch, fossil [MJ]",13 EN15804+A2 (EF 3.1) Wassernutzung [m³ Weltäquiv.],01 EN15804+A2 Verbrauch von erneuerbarer Primärenergie (PERE) [MJ],02 EN15804+A2 Primärenergie zur stofflichen Nutzung (PERM) [MJ],03 EN15804+A2 Gesamtverbrauch von erneuerbarer Primärenergie (PERT) [MJ],04 EN15804+A2 Verbrauch von nicht-erneuerbarer Primärenergie (PENRE) [MJ],05 EN15804+A2 Nicht-erneuerbare Primärenergie zur stofflichen Nutzung (PENRM) [MJ],06 EN15804+A2 Gesamtverbrauch von nicht-erneuerbarer Primärenergie (PENRT) [MJ],07 EN15804+A2 Input von Sekundärwerkstoffen (SM) [kg],08 EN15804+A2 Verbrauch ern. Sekundärbrennstoffe (RSF) [MJ],09 EN15804+A2 Verbrauch nicht ern. Sekundärbrennstoffe (NRSF) [MJ],10 EN15804+A2 Frischwasserverbrauch (FW) [m3],01 EN15804+A2 Gefährlicher Abfall zur Beseitigung (HWD) [kg],02 EN15804+A2 Ungefährlicher Abfall zur Beseitigung (NHWD) [kg],03 EN15804+A2 radioaktiver Abfall zur Beseitigung (RWD) [kg],04 EN15804+A2 Komponenten für Wiederverwendung (CRU) [kg],05 EN15804+A2 Stoffe zum Recycling (MFR) [kg],06 EN15804+A2 Stoffe für die Energierückgewinnung (MER) [kg],07 EN15804+A2 Exportierte Energie elektrisch (EEE) [MJ],08 EN15804+A2 Exportierte Energie thermisch (EET) [MJ],01 EN15804+A2 Biogener Kohlenstoffgehalt im Produkt [kg],02 EN15804+A2 Biogener Kohlenstoffgehalt der Verpackung [kg],01 EN15804+A2 (EF 3.1) Feinstaub [Disease incidences],"02 EN15804+A2 (EF 3.1) Ionisierende Strahlung, Gesundheitliche Auswirkungen auf den Menschen [kBq U235 Äquiv.]","03 EN15804+A2 (EF 3.1) Ökotoxizität, Frischwasser [CTUe]","04 EN15804+A2 (EF 3.1) Humantoxizität, kanzerogen [CTUh]","05 EN15804+A2 (EF 3.1) Humantoxizität, nicht kanzerogen [CTUh]",06 EN15804+A2 (EF 3.1) Landnutzung [Pt]
LV: Gas Brennwertgerät 20-120 kW (Nutzung) Sphera,0.242593893,0.241707464,0.000874698,1.17E-05,7.11E-15,9.61E-05,4.83E-08,3.71E-05,0.000403519,0.000112354,4.43E-09,4.066350071,0.000339334,0.035022182,0,0.035022182,4.066440076,0,4.066440076,0,0,0,2.44E-05,1.27E-09,0.00110907,2.98E-06,0,0,0,0,0,0,0,7.37E-10,0.000279693,0.038537281,2.60E-11,2.79E-09,0.07534645
LV: Gas Niedertemperatur < 20 kW (Nutzung) Sphera,0.282256581,0.281174339,0.00106803,1.42E-05,1.45E-14,0.000171979,8.82E-08,6.85E-05,0.000744307,0.000197111,5.63E-09,4.742405137,0.000641267,0.088839045,0,0.088839045,4.742525061,0,4.742525061,0,0,0,5.40E-05,1.46E-09,0.001330197,7.10E-06,0,0,0,0,0,0,0,1.10E-09,0.00064419,0.059899652,3.16E-11,3.25E-09,0.189851081
LV: Gas Niedertemperatur 120-400 kW (Nutzung) Sphera,0.264372331,0.263423942,0.000935786,1.26E-05,4.85E-15,0.000155238,3.78E-08,7.00E-05,0.000763621,0.000199802,4.64E-09,4.455946822,0.000255428,0.015620033,0,0.015620033,4.456038359,0,4.456038359,0,0,0,1.46E-05,1.40E-09,0.001197911,1.55E-06,0,0,0,0,0,0,0,8.60E-10,0.000155704,0.035134152,2.79E-11,3.06E-09,0.034210124
LV: Gas Niedertemperatur 20-120 kW (Nutzung) Sphera,0.269941093,0.268953887,0.000974132,1.31E-05,7.48E-15,0.00016512,5.16E-08,7.23E-05,0.000788729,0.000206407,4.92E-09,4.545223987,0.00036098,0.035566147,0,0.035566147,4.545323476,0,4.545323476,0,0,0,2.54E-05,1.42E-09,0.001236939,3.06E-06,0,0,0,0,0,0,0,9.40E-10,0.000288908,0.041957129,2.90E-11,3.12E-09,0.076611964
LV: Gas Wärmepumpe Luft (20 kW) 0°C (Nutzung) Sphera,0.236394492,0.235476183,0.000906228,1.21E-05,1.48E-14,0.000198352,8.10E-08,8.34E-05,0.000914094,0.000240877,4.86E-09,3.979287279,0.000592843,3.685154275,0,3.685154275,3.97939267,0,3.97939267,0,0,0,5.12E-05,1.22E-09,0.0015824,6.78E-06,0,0,0,0,0,0,0,1.70E-09,0.000613571,0.054497128,5.13E-11,2.70E-09,0.180927233
LV: Gas Wärmepumpe Luft (20 kW) 7°C (Nutzung) Sphera,0.202720566,0.201917927,0.000792116,1.05E-05,1.48E-14,0.000175144,8.00E-08,7.21E-05,0.000789615,0.00020808,4.31E-09,3.408669782,0.000588973,3.68880597,0,3.68880597,3.408764993,0,3.408764993,0,0,0,5.23E-05,1.04E-09,0.001364542,7.01E-06,0,0,0,0,0,0,0,1.50E-09,0.00063067,0.051620013,4.42E-11,2.31E-09,0.188693695
LV: Gas Wärmepumpe Luft (70 kW) 0°C (Nutzung) Sphera,0.210031169,0.209222498,0.000798016,1.07E-05,1.22E-14,0.000173823,6.70E-08,7.38E-05,0.000809417,0.00021329,4.25E-09,3.537308844,0.000488273,3.668126302,0,3.668126302,3.537400175,0,3.537400175,0,0,0,4.15E-05,1.09E-09,0.001402323,5.46E-06,0,0,0,0,0,0,0,1.49E-09,0.000495275,0.046087829,4.55E-11,2.40E-09,0.144744234
LV: Gas Wärmepumpe Luft (70 kW) 7°C (Nutzung) Sphera,0.18314447,0.182427607,0.000707445,9.42E-06,1.22E-14,0.000155475,6.65E-08,6.48E-05,0.000710235,0.000187159,3.82E-09,3.081566865,0.000488099,3.671613037,0,3.671613037,3.081650244,0,3.081650244,0,0,0,4.26E-05,9.42E-10,0.001228649,5.68E-06,0,0,0,0,0,0,0,1.33E-09,0.000512708,0.043967414,3.98E-11,2.09E-09,0.152158928
LV: Hackschnitzelkessel < 20 kW (EN15804 B6) Sphera,0.005733481,0.011545983,-0.005850493,3.80E-05,2.68E-14,0.000462942,4.77E-08,0.000216395,0.002368906,0.00064995,9.54E-10,0.155185544,0.000520918,4.715672557,0,4.715672557,0.155316641,0,0.155316641,0,0,0,3.78E-05,3.88E-12,0.007720125,6.84E-06,0,0,0,0,0,0,0,5.86E-08,0.000897585,0.079034731,6.25E-11,1.11E-09,7.807676374
LV: Hackschnitzelkessel 120-400 kW (EN15804 B6) Sphera,0.004792466,0.009937482,-0.005180975,3.60E-05,2.42E-14,0.000436182,3.89E-08,0.000204942,0.002244007,0.000558834,8.00E-10,0.13201471,0.000445975,4.472213925,0,4.472213925,0.132136048,0,0.132136048,0,0,0,3.08E-05,2.42E-12,0.007325699,5.78E-06,0,0,0,0,0,0,0,5.56E-08,0.000790066,0.071510686,5.91E-11,1.05E-09,7.400135204
LV: Hackschnitzelkessel 20-120 kW (EN15804 B6) Sphera,0.004841356,0.01020753,-0.005402644,3.65E-05,2.47E-14,0.000442658,4.03E-08,0.000207848,0.00227576,0.000588866,8.25E-10,0.135823234,0.000458432,4.534827295,0,4.534827295,0.135946657,0,0.135946657,0,0,0,3.19E-05,2.62E-12,0.007427726,5.96E-06,0,0,0,0,0,0,0,5.64E-08,0.000809038,0.073098103,5.99E-11,1.06E-09,7.504316461
"LV: Nutzung - Multisplit Klimagerät < 12 kW (SEER 3,2) Sphera",0.13418248,0.132625921,0.001538583,1.80E-05,1.50E-13,0.000460751,7.77E-07,8.71E-05,0.000894685,0.000236134,1.49E-08,1.88092729,0.005968992,1.152213054,0,1.152213054,1.88132296,0,1.88132296,0,0,0,0.000615161,1.54E-10,0.001382658,8.72E-05,0,0,0,0,0,0,0,3.97E-09,0.007656688,0.371995046,4.21E-11,1.13E-09,2.448522213
"LV: Nutzung - Raumklimagerät > 12 kW (SEER 4,7) Sphera",0.091953192,0.090886506,0.001054367,1.23E-05,1.03E-13,0.000315746,5.32E-07,5.97E-05,0.000613114,0.000161819,1.02E-08,1.288970581,0.004090459,0.789593908,0,0.789593908,1.289241728,0,1.289241728,0,0,0,0.000421561,1.06E-10,0.000947514,5.98E-05,0,0,0,0,0,0,0,2.72E-09,0.00524701,0.254922491,2.88E-11,7.74E-10,1.677934663
"LV: Nutzung - Split Klimagerät < 12 kW (SEER 3,5) Sphera",0.121949319,0.120534669,0.001398313,1.63E-05,1.37E-13,0.000418745,7.06E-07,7.91E-05,0.000813118,0.000214606,1.36E-08,1.709446739,0.005424811,1.04716799,0,1.04716799,1.709806337,0,1.709806337,0,0,0,0.000559078,1.40E-10,0.001256604,7.93E-05,0,0,0,0,0,0,0,3.61E-09,0.006958642,0.338080968,3.83E-11,1.03E-09,2.225295116
LV: Öl-Brennwertgerät  < 20 kW (Nutzung) Sphera,0.317202156,0.31675381,0.000440947,7.40E-06,3.40E-14,0.00067256,1.21E-07,0.000100651,0.001099296,0.000352128,4.16E-09,4.441572864,0.000978834,0.101755428,0,0.101755428,4.452591305,0,4.452591305,0,0,0,6.82E-05,2.17E-11,0.000493063,1.12E-05,0,0,0,0,0,0,0,3.72E-09,0.001251563,3.074776389,5.86E-11,1.83E-09,0.19141173
LV: Öl-Brennwertgerät 120-400 kW (Nutzung) Sphera,0.299940498,0.29960106,0.000333365,6.07E-06,2.38E-14,0.00062382,7.02E-08,9.22E-05,0.001010971,0.000332744,3.24E-09,4.19075633,0.00058387,0.028171572,0,0.028171572,4.201413716,0,4.201413716,0,0,0,2.85E-05,1.16E-11,0.000393431,5.55E-06,0,0,0,0,0,0,0,3.37E-09,0.000745018,2.958076943,5.45E-11,1.70E-09,0.035792945
LV: Öl-Brennwertgerät 20-120 kW (Nutzung) Sphera,0.305393912,0.305024075,0.00036339,6.45E-06,2.66E-14,0.000638519,8.43E-08,9.47E-05,0.00103733,0.000340419,3.50E-09,4.268666245,0.000692616,0.04824477,0,0.04824477,4.2794465,0,4.2794465,0,0,0,3.94E-05,1.43E-11,0.000421433,7.10E-06,0,0,0,0,0,0,0,3.47E-09,0.000884477,2.996676822,5.58E-11,1.74E-09,0.078189619
LV: Öl-Niedertemperaturkessel < 20 kW (Nutzung) Sphera,0.355316827,0.354826969,0.000481705,8.15E-06,3.69E-14,0.000751663,1.29E-07,0.000112326,0.001227319,0.000393589,4.56E-09,4.974404447,0.001046381,0.104001605,0,0.104001605,4.986783057,0,4.986783057,0,0,0,7.11E-05,2.30E-11,0.000541672,1.18E-05,0,0,0,0,0,0,0,4.15E-09,0.001337706,3.451993368,6.55E-11,2.04E-09,0.19311139
LV: Öl-Niedertemperaturkessel 120-400 kW (Nutzung) Sphera,0.334930046,0.334552529,0.000370752,6.76E-06,2.64E-14,0.000696382,7.76E-08,0.000102958,0.001128405,0.000371459,3.60E-09,4.679521374,0.000645831,0.030231985,0,0.030231985,4.69142644,0,4.69142644,0,0,0,3.12E-05,1.27E-11,0.00043802,6.10E-06,0,0,0,0,0,0,0,3.76E-09,0.000824037,3.304102854,6.08E-11,1.90E-09,0.037352039
LV: Öl-Niedertemperaturkessel 20-120 kW (Nutzung) Sphera,0.341402121,0.340993096,0.000401865,7.16E-06,2.93E-14,0.000713192,9.19E-08,0.000105768,0.001158183,0.000380261,3.87E-09,4.771660845,0.000756381,0.050365167,0,0.050365167,4.783725104,0,4.783725104,0,0,0,4.21E-05,1.56E-11,0.000467321,7.68E-06,0,0,0,0,0,0,0,3.87E-09,0.000965797,3.352776684,6.23E-11,1.94E-09,0.079794103
LV: Pelletkessel < 20 kW (EN15804 B6) Sphera,0.029034641,0.028500857,0.000500775,3.30E-05,1.24E-13,0.000453282,4.49E-08,0.000212078,0.002323453,0.000589422,1.73E-09,0.423922094,0.001694382,5.220139398,0,5.220139398,0.424507713,0,0.424507713,0,0,0,9.16E-05,-3.69E-12,0.00570167,2.48E-05,0,0,0,0,0,0,0,3.45E-08,0.00386075,0.215935301,3.40E-11,7.79E-10,5.156694013
LV: Pelletkessel 20-120 kW (EN15804 B6) Sphera,0.025418439,0.024909333,0.000477558,3.15E-05,1.17E-13,0.000428704,2.70E-08,0.000203291,0.002228433,0.000562885,1.40E-09,0.370329492,0.001512868,5.024764684,0,5.024764684,0.37088757,0,0.37088757,0,0,0,7.56E-05,-6.83E-12,0.005485655,2.22E-05,0,0,0,0,0,0,0,3.33E-08,0.003572615,0.200987306,3.20E-11,7.30E-10,4.936029946
LV: Prozessdampf aus Biogas 85% Sphera,0.033364884,0.018737473,0.01453068,9.67E-05,6.02E-14,0.000440709,5.81E-06,0.000154396,0.00147645,0.000269381,8.54E-08,0.144712802,0.001230142,3.296230945,0,3.296230945,0.148286128,0,0.148286128,0,0,0,0.000697831,1.29E-11,0.002360516,3.93E-06,0,0,0,0,0,0,0,3.34E-09,0.000466199,2.390140732,3.70E-11,-1.12E-09,6.737563737
LV: Prozessdampf aus Biogas 90% Sphera,0.031513417,0.017698633,0.013723427,9.14E-05,5.69E-14,0.000416229,5.49E-06,0.00014582,0.001394438,0.00025442,8.07E-08,0.136693886,0.001161854,3.113115311,0,3.113115311,0.14006872,0,0.14006872,0,0,0,0.00065907,1.21E-11,0.002236847,3.71E-06,0,0,0,0,0,0,0,3.15E-09,0.000440389,2.257361564,3.49E-11,-1.06E-09,6.363260909
LV: Prozessdampf aus Biogas 95% Sphera,0.029856842,0.016769145,0.013001148,8.65E-05,5.39E-14,0.000394327,5.20E-06,0.000138146,0.001321058,0.000241033,7.64E-08,0.129519066,0.001100754,2.949275008,0,2.949275008,0.132716303,0,0.132716303,0,0,0,0.00062439,1.15E-11,0.002126196,3.52E-06,0,0,0,0,0,0,0,2.98E-09,0.000417296,2.138559151,3.31E-11,-1.01E-09,6.028358379
LV: Prozessdampf aus Biomasse (fest) 85 % Sphera,0.00490801,0.004083897,0.000804696,1.94E-05,6.17E-15,0.000112478,1.22E-06,3.41E-05,0.000224342,6.57E-05,5.93E-09,0.04584984,0.007120968,1.236423337,0,1.236423337,0.04610087,0,0.04610087,0,0,0,0.000225686,2.72E-12,0.000996583,9.31E-07,0,0,0,0,0,0,0,1.06E-09,0.000148588,0.028895849,1.34E-11,7.94E-10,6.700920996
LV: Prozessdampf aus Biomasse (fest) 90 % Sphera,0.004645144,0.003866665,0.000760135,1.83E-05,5.89E-15,0.000106265,1.15E-06,3.22E-05,0.000211967,6.21E-05,5.61E-09,0.043388411,0.006726771,1.167956498,0,1.167956498,0.043625629,0,0.043625629,0,0,0,0.000213213,2.57E-12,0.000985453,8.82E-07,0,0,0,0,0,0,0,1.00E-09,0.000140673,0.027321084,1.27E-11,7.50E-10,6.329720883
LV: Prozessdampf aus Biomasse (fest) 95 % Sphera,0.004409875,0.003672238,0.000720252,1.74E-05,5.64E-15,0.000100705,1.09E-06,3.06E-05,0.000200892,5.88E-05,5.31E-09,0.041185386,0.006373958,1.106677428,0,1.106677428,0.041410243,0,0.041410243,0,0,0,0.000202049,2.45E-12,0.000975492,8.39E-07,0,0,0,0,0,0,0,9.52E-10,0.00013359,0.025911641,1.20E-11,7.11E-10,5.997490011
LV: Prozessdampf aus Erdgas 85 % Sphera,0.078439634,0.078160369,0.000275534,3.73E-06,1.46E-15,5.73E-05,9.30E-09,2.66E-05,0.000293664,7.74E-05,1.36E-09,1.326788579,6.11E-05,0.00170771,0,0.00170771,1.326815345,0,1.326815345,0,0,0,2.87E-06,4.17E-10,0.00048869,2.45E-07,0,0,0,0,0,0,0,4.91E-10,2.77E-05,0.009852617,1.67E-11,9.03E-10,0.003651577
LV: Prozessdampf aus Erdgas 90 % Sphera,0.074084015,0.073820257,0.000260233,3.53E-06,1.39E-15,5.41E-05,8.79E-09,2.52E-05,0.000277362,7.31E-05,1.29E-09,1.253098786,5.78E-05,0.001621145,0,0.001621145,1.253124092,0,1.253124092,0,0,0,2.72E-06,3.93E-10,0.000469011,2.32E-07,0,0,0,0,0,0,0,4.64E-10,2.62E-05,0.009311678,1.58E-11,8.53E-10,0.00345498
LV: Prozessdampf aus Erdgas 95 % Sphera,0.070186882,0.069936999,0.000246543,3.34E-06,1.34E-15,5.13E-05,8.33E-09,2.38E-05,0.000262776,6.92E-05,1.22E-09,1.187165814,5.48E-05,0.001543692,0,0.001543692,1.187189813,0,1.187189813,0,0,0,2.58E-06,3.73E-10,0.000451404,2.21E-07,0,0,0,0,0,0,0,4.39E-10,2.49E-05,0.00882768,1.49E-11,8.08E-10,0.003279078
LV: Prozessdampf aus Leichtöl (HFO) 85 % Sphera,0.10031514,0.100119113,0.000193103,2.92E-06,4.54E-15,0.000201487,2.33E-08,6.40E-05,0.000704894,0.000186128,1.13E-09,1.38199712,0.00020352,0.006185127,0,0.006185127,1.382033931,0,1.382033931,0,0,0,1.18E-05,2.99E-12,0.000366596,9.36E-07,0,0,0,0,0,0,0,1.73E-09,7.23E-05,1.243831494,3.14E-11,9.13E-10,0.008401037
LV: Prozessdampf aus Leichtöl (HFO) 90 % Sphera,0.094744234,0.09455909,0.000182382,2.76E-06,4.30E-15,0.000190298,2.20E-08,6.04E-05,0.000665746,0.000175792,1.06E-09,1.305240455,0.000192267,0.005849818,0,0.005849818,1.305275247,0,1.305275247,0,0,0,1.11E-05,2.82E-12,0.000353701,8.85E-07,0,0,0,0,0,0,0,1.63E-09,6.83E-05,1.174736414,2.96E-11,8.62E-10,0.007940583
LV: Prozessdampf aus Leichtöl (HFO) 95 % Sphera,0.089759738,0.089584331,0.000172789,2.62E-06,4.09E-15,0.000180286,2.08E-08,5.72E-05,0.000630719,0.000166543,1.01E-09,1.236563411,0.000182198,0.005549805,0,0.005549805,1.236596398,0,1.236596398,0,0,0,1.06E-05,2.68E-12,0.000342162,8.39E-07,0,0,0,0,0,0,0,1.55E-09,6.48E-05,1.112914477,2.81E-11,8.17E-10,0.007528598
LV: Prozessdampf aus Schweröl (HFO) 85 % Sphera,0.104291157,0.104109485,0.000178949,2.72E-06,4.37E-15,0.000613361,2.59E-08,6.51E-05,0.00071495,0.000214189,1.05E-09,1.282820165,0.000115126,0.005875813,0,0.005875813,1.282854501,0,1.282854501,0,0,0,9.33E-06,3.74E-12,0.000363056,8.76E-07,0,0,0,0,0,0,0,6.27E-09,6.85E-05,1.168108822,3.12E-11,9.37E-10,0.007961153
LV: Prozessdampf aus Schweröl (HFO) 90 % Sphera,0.098499556,0.098327969,0.000169015,2.57E-06,4.14E-15,0.000579291,2.45E-08,6.15E-05,0.000675245,0.000202294,9.90E-10,1.211575697,0.000108784,0.005557699,0,0.005557699,1.211608152,0,1.211608152,0,0,0,8.82E-06,3.54E-12,0.000350357,8.28E-07,0,0,0,0,0,0,0,5.92E-09,6.47E-05,1.103222716,2.95E-11,8.85E-10,0.007525151
LV: Prozessdampf aus Schweröl (HFO) 95 % Sphera,0.093317576,0.093155013,0.000160126,2.44E-06,3.94E-15,0.000548808,2.32E-08,5.82E-05,0.000639719,0.000191651,9.38E-10,1.147830384,0.000103109,0.005273069,0,0.005273069,1.147861156,0,1.147861156,0,0,0,8.36E-06,3.35E-12,0.000338995,7.85E-07,0,0,0,0,0,0,0,5.61E-09,6.14E-05,1.045166487,2.79E-11,8.38E-10,0.007135043
LV: Prozessdampf aus Steinkohle 85 % Sphera,0.12536468,0.125375008,-2.47E-05,1.44E-05,2.47E-15,0.000502577,6.92E-09,8.43E-05,0.000917608,0.000246938,1.78E-10,1.205908759,0.000387653,0.003859684,0,0.003859684,1.205972151,0,1.205972151,0,0,0,3.70E-05,1.16E-12,0.000850922,1.17E-06,0,0,0,0,0,0,0,4.00E-09,8.65E-05,0.156829274,7.68E-12,2.71E-10,0.014261344
LV: Prozessdampf aus Steinkohle 90 % Sphera,0.118478202,0.11848794,-2.33E-05,1.36E-05,2.40E-15,0.000474951,6.55E-09,7.97E-05,0.00086719,0.000233372,1.70E-10,1.139658077,0.000366625,0.003676723,0,0.003676723,1.139718076,0,1.139718076,0,0,0,3.50E-05,1.11E-12,0.000847884,1.11E-06,0,0,0,0,0,0,0,3.78E-09,8.20E-05,0.148229023,7.26E-12,2.56E-10,0.01349971
LV: Prozessdampf aus Steinkohle 95 % Sphera,0.112309783,0.112318994,-2.21E-05,1.29E-05,2.33E-15,0.000450207,6.23E-09,7.55E-05,0.000822029,0.00022122,1.62E-10,1.080315417,0.000347789,0.003512839,0,0.003512839,1.080372378,0,1.080372378,0,0,0,3.32E-05,1.06E-12,0.000845162,1.06E-06,0,0,0,0,0,0,0,3.59E-09,7.81E-05,0.140525528,6.89E-12,2.43E-10,0.012817492
LV: Strom aus Biogas Sphera,0.222634931,0.124997626,0.096991665,0.000645641,4.01E-13,0.002941564,3.88E-05,0.001030546,0.00985481,0.001797976,5.70E-07,0.965230838,0.009183527,22.00196182,0,22.00196182,0.989081756,0,0.989081756,0,0,0,0.005329615,8.58E-11,0.015495174,2.62E-05,0,0,0,0,0,0,0,2.23E-08,0.003108728,15.95389988,2.47E-10,-7.50E-09,44.97283632
LV: Strom aus Biomasse (fest) Sphera,0.046229506,0.045518886,0.000491542,0.000219078,6.56E-14,0.001269273,1.37E-05,0.000385239,0.002530423,0.000740847,6.69E-08,0.51256956,0.082400875,13.96404747,0,13.96404747,0.515398612,0,0.515398612,0,0,0,0.003916805,3.02E-11,0.008268581,1.03E-05,0,0,0,0,0,0,0,1.20E-08,0.001656854,0.324629033,1.51E-10,8.95E-09,75.68886327
LV: Strom aus Erdgas Sphera,0.471221363,0.469543689,0.001655273,2.24E-05,8.31E-15,0.000344313,5.58E-08,0.000160069,0.001764039,0.000464772,8.17E-09,7.971001322,0.001044197,0.010046037,0,0.010046037,7.971161448,0,7.971161448,0,0,0,0.000484827,2.50E-09,0.002743571,1.45E-06,0,0,0,0,0,0,0,2.95E-09,0.000164079,0.059030231,1.00E-10,5.43E-09,0.02177762
LV: Strom aus Photovoltaik Sphera,0.0395019,0.039726,-0.000247392,2.33E-05,1.58E-10,0.000187492,7.83E-08,3.85E-05,0.000408961,0.000115982,5.44E-07,0.447989222,0.008446289,21.41593772,0,21.41593772,0.448719898,0,0.448719898,0,0,0,0.000238192,1.17E-08,0.01521536,1.07E-05,0,0,0,0,0,0,0,3.39E-09,0.000891159,0.144644443,2.23E-11,1.43E-09,0.1621112
LV: Strom aus Schweröl (HFO) ts,1.217209203,1.214585978,0.002582814,4.04E-05,6.64E-17,0.007159554,3.12E-07,0.000750943,0.008248064,0.002488414,6.46E-08,14.9002332,0.002437905,0.055326291,0,0.055326291,14.90039771,0,14.90039771,0,0,0,0.000719177,2.58E-09,0.004419713,1.04E-05,0,0,0,0,0,0,0,7.30E-08,0.000775801,14.75147552,3.93E-10,1.27E-08,0.092862142
LV: Strom aus Steinkohle ts,1.779910979,1.780060373,-0.000489204,0.00033981,6.40E-14,0.007175926,1.33E-07,0.001254171,0.013655149,0.003670841,7.90E-09,17.63151103,0.008269572,0.084915108,0,0.084915108,17.63231645,0,17.63231645,0,0,2.28E-29,0.001570699,1.75E-08,0.009224641,5.41E-05,0,0,0,0,0,0,0,5.79E-08,0.003666217,2.377340646,1.20E-10,3.77E-09,0.211572505
LV: Strom aus Torf Sphera,1.647648823,1.648721123,-0.001273627,0.000201327,1.81E-14,0.002863103,8.90E-08,0.000437916,0.004806042,0.001603348,1.90E-09,12.14473953,0.002296369,0.028785216,0,0.028785216,12.14587299,0,12.14587299,0,0,0,0.001261455,8.91E-12,0.005564803,1.35E-06,0,0,0,0,0,0,0,4.77E-08,0.000186793,0.863513592,3.92E-10,5.29E-09,1.166924771
LV: Strom aus Wasserkraft Sphera,0.00542779,0.005415409,8.90E-06,3.48E-06,1.35E-14,8.39E-06,4.81E-09,1.97E-06,2.16E-05,5.79E-06,2.80E-08,0.029308148,0.00020754,4.265843085,0,4.265843085,0.02936721,0,0.02936721,0,0,0,7.83E-06,4.16E-13,0.001110567,7.31E-07,0,0,0,0,0,0,0,1.46E-10,7.28E-05,0.011369111,1.67E-10,8.78E-11,0.007555589
LV: Strom aus Windkraft Sphera,0.012265046,0.012230803,2.66E-05,7.64E-06,6.32E-14,3.90E-05,1.88E-08,8.27E-06,9.00E-05,2.58E-05,9.61E-08,0.159288745,0.002779757,9.030202786,0,9.030202786,0.159414585,0,0.159414585,0,0,0,8.34E-05,-8.48E-09,0.001544319,4.81E-06,0,0,0,0,0,0,0,3.76E-10,0.00089883,0.049442803,3.23E-10,1.34E-10,0.068323611
"LV: Strom Mix (Energieträger, generisch) Sphera <u-so>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LV: Strom Mix 1kv-60kv Sphera,0.395626047,0.390794328,0.004775928,5.58E-05,4.67E-13,0.001430111,2.41E-06,0.000270286,0.002777107,0.000732954,4.03E-08,5.838007212,0.018526851,3.576725184,0,3.576725184,5.83923525,0,5.83923525,0,0,0,0.001909221,4.79E-10,0.004291569,0.000270801,0,0,0,0,0,0,0,1.23E-08,0.023766808,1.154407503,1.31E-10,3.51E-09,7.601142551
LV: Strom Mix Sphera,0.406527198,0.401562346,0.004907524,5.73E-05,4.79E-13,0.001469516,2.48E-06,0.000277733,0.002853628,0.00075315,4.15E-08,5.998868722,0.019037343,3.675278918,0,3.675278918,6.000130597,0,6.000130597,0,0,0,0.001961828,4.92E-10,0.004409819,0.000278263,0,0,0,0,0,0,0,1.27E-08,0.024421683,1.186216257,1.34E-10,3.60E-09,7.810585812
LV: Thermische Energie aus Biogas Sphera,0.028365924,0.015932606,0.012351096,8.22E-05,5.12E-14,0.000374614,4.94E-06,0.00013124,0.001255017,0.000228985,7.26E-08,0.123061728,0.001045765,2.801818734,0,2.801818734,0.126099128,0,0.126099128,0,0,0,0.000593177,1.09E-11,0.00202661,3.34E-06,0,0,0,0,0,0,0,2.84E-09,0.000396512,2.03163698,3.14E-11,-9.55E-10,5.726946102
LV: Thermische Energie aus Biomasse (fest) Sphera,0.004198072,0.003497204,0.000684347,1.65E-05,5.41E-15,9.57E-05,1.03E-06,2.90E-05,0.000190921,5.59E-05,5.05E-09,0.039202105,0.006056336,1.0515107,0,1.0515107,0.039415833,0,0.039415833,0,0,0,0.000191999,2.33E-12,0.000966524,8.00E-07,0,0,0,0,0,0,0,9.05E-10,0.000127213,0.024642784,1.14E-11,6.75E-10,5.698397841
LV: Thermische Energie aus Erdgas Sphera,0.066679462,0.066442066,0.000234222,3.17E-06,1.29E-15,4.87E-05,7.92E-09,2.27E-05,0.000249649,6.58E-05,1.16E-09,1.127826138,5.21E-05,0.001473985,0,0.001473985,1.127848962,0,1.127848962,0,0,0,2.46E-06,3.54E-10,0.000435557,2.10E-07,0,0,0,0,0,0,0,4.17E-10,2.38E-05,0.008392082,1.42E-11,7.68E-10,0.003120766
